datetime,Bx,By
2023-05-10 19:24:08+00:00,18.6379674970344,8.587497508896798
2023-05-10 19:24:12+00:00,17.78185882352941,5.287857863145258
2023-05-10 19:24:16+00:00,18.868972934131737,6.723135089820359
2023-05-10 19:24:20+00:00,18.67934738095238,7.777514523809523
2023-05-10 19:24:24+00:00,16.677632104637336,7.596683234244947
2023-05-10 19:24:28+00:00,15.941821140142517,4.5834762470308785
2023-05-10 19:24:32+00:00,17.29540760998811,6.995372651605232
2023-05-10 19:24:36+00:00,18.050806658739596,7.935048275862069
2023-05-10 19:24:40+00:00,18.280820330969267,9.442309692671396
2023-05-10 19:24:44+00:00,17.889536492890993,12.1586009478673
2023-05-10 19:24:48+00:00,18.685980760095013,1.5519790973871734
2023-05-10 19:24:52+00:00,17.792236579572446,8.7244054631829
2023-05-10 19:24:56+00:00,17.98464233055886,8.252175743162901
2023-05-10 19:25:00+00:00,18.119023696682465,11.07407298578199
2023-05-10 19:25:04+00:00,17.89320894117647,9.545136470588234
2023-05-10 19:25:08+00:00,14.702550356294536,6.397581472684085
2023-05-10 19:25:12+00:00,14.912239667458431,7.102167695961995
2023-05-10 19:25:16+00:00,15.415983451536643,3.918983215130024
2023-05-10 19:25:20+00:00,15.223936363636364,7.7040227272727275
2023-05-10 19:25:24+00:00,15.15961175059952,9.421881534772181
2023-05-10 19:25:28+00:00,4.669054329774615,1.2704642941874258
2023-05-10 19:25:32+00:00,-9.209809047619048,-7.587485
2023-05-10 19:25:36+00:00,-6.895466111771701,-3.3837519619500593
2023-05-10 19:25:40+00:00,-5.271387619047618,-5.861664285714285
2023-05-10 19:25:44+00:00,-8.78084133016627,-4.580491448931117
2023-05-10 19:25:48+00:00,-9.717271021377673,-7.016869121140143
2023-05-10 19:25:52+00:00,-6.2768709523809525,-4.528988571428571
2023-05-10 19:25:56+00:00,-5.040021640903686,-3.854271581450654
2023-05-10 19:26:00+00:00,-2.142259144893112,-1.127239429928741
2023-05-10 19:26:04+00:00,-3.381507928994083,17.367602366863906
2023-05-10 19:26:08+00:00,-3.204591221826809,-1.2197395017793593
2023-05-10 19:26:12+00:00,-7.792332936979786,0.4795571938168847
2023-05-10 19:26:16+00:00,1.902793816884661,0.11819928656361472
2023-05-10 19:26:20+00:00,15.013583392645314,10.790487544483986
2023-05-10 19:26:24+00:00,15.78376813317479,6.702616171224732
2023-05-10 19:26:28+00:00,15.835048751486326,9.764018311533889
2023-05-10 19:26:32+00:00,1.617586698337292,0.22613467933491688
2023-05-10 19:26:36+00:00,-0.8165418522860493,-5.504717233294255
2023-05-10 19:26:40+00:00,15.064365258215963,3.525943192488263
2023-05-10 19:26:44+00:00,16.21900166270784,-0.14776199524940617
2023-05-10 19:26:48+00:00,13.767112910798122,0.02513028169014085
2023-05-10 19:26:52+00:00,15.65381856639248,1.887817391304348
2023-05-10 19:26:56+00:00,16.35907251184834,3.9859018957345973
2023-05-10 19:27:00+00:00,15.00303282172373,5.373934356552538
2023-05-10 19:27:04+00:00,14.877294326241136,7.104870449172577
2023-05-10 19:27:08+00:00,17.017279670975324,7.229094947121034
2023-05-10 19:27:12+00:00,17.587884136310223,5.256078260869565
2023-05-10 19:27:16+00:00,8.892540925266903,21.52090130486358
2023-05-10 19:27:20+00:00,1.6440708283313326,29.168632893157262
2023-05-10 19:27:24+00:00,3.1944153110047844,29.745716028708134
2023-05-10 19:27:28+00:00,2.7782239904988124,37.08694228028504
2023-05-10 19:27:32+00:00,2.3503702830188677,27.070965566037735
2023-05-10 19:27:36+00:00,13.554761747343566,9.849735537190083
2023-05-10 19:27:40+00:00,17.29061052631579,8.792047719298246
2023-05-10 19:27:44+00:00,21.816211228070177,7.081978713450293
2023-05-10 19:27:48+00:00,8.254997641509433,24.87859103773585
2023-05-10 19:27:52+00:00,8.361419239904988,22.407111163895486
2023-05-10 19:27:56+00:00,17.854186239620404,9.791997864768684
2023-05-10 19:28:00+00:00,20.290249822064055,8.733000237247925
2023-05-10 19:28:04+00:00,15.930809263657958,10.179132304038005
2023-05-10 19:28:08+00:00,16.376976804733726,12.721134911242604
2023-05-10 19:28:12+00:00,9.786585290628706,17.147512455516015
2023-05-10 19:28:16+00:00,9.604453584018803,20.495655934195064
2023-05-10 19:28:20+00:00,7.942142042755344,19.961822565320663
2023-05-10 19:28:24+00:00,7.416692561983472,14.006521841794568
2023-05-10 19:28:28+00:00,15.886387395957195,5.025979310344828
2023-05-10 19:28:32+00:00,12.95924188235294,5.915607764705882
2023-05-10 19:28:36+00:00,7.102049822064057,20.923448635824435
2023-05-10 19:28:40+00:00,-1.202831220657277,27.463760798122063
2023-05-10 19:28:44+00:00,1.3157642180094786,27.09638791469194
2023-05-10 19:28:48+00:00,0.29961764705882354,28.12543505882353
2023-05-10 19:28:52+00:00,-0.13752727272727272,27.058490909090906
